Date,Details,Amount,Account,Currency,Debit/Credit,Month,Year,Category,Subcategory,is_manual
2025-04-06,DECATHLON PURCHASE,-724.94,6501882C033,EUR,Debit,4,2025,Shopping,Clothes,False
2025-04-06,DOCTOR APPOINTMENT,-814.45,7712045M033,EUR,Debit,4,2025,Health,Doctor,False
2025-04-07,TRANSFER TO SAVINGS ACCOUNT,-607.39,7712045M033,EUR,Debit,4,2025,Financial,Savings,False
2025-04-08,BOOKSTORE PURCHASE,-405.2,4829137M033,EUR,Debit,4,2025,Leisure,Books,False
2025-04-08,CLOTHING STORE,-219.12,6501882C033,EUR,Debit,4,2025,Shopping,Clothes,False
2025-04-08,MONTHLY RENT PAYMENT,-47.14,7712045M033,EUR,Debit,4,2025,Housing,Rent,False
2025-04-09,INSTANT BANK TRANSFER,-671.55,4829137M033,EUR,Debit,4,2025,Financial,Transfer,False
2025-04-09,HOME DECOR SHOP,-626.48,7712045M033,EUR,Debit,4,2025,Shopping,Home Decor,False
2025-04-09,ANNUAL BONUS PAYMENT,209.59,7712045M033,EUR,Credit,4,2025,Income,Bonus,False
2025-04-10,ANNUAL BONUS PAYMENT,2509.64,4829137M033,EUR,Credit,4,2025,Income,Bonus,False
2025-04-10,ITALIAN RESTAURANT,-681.92,6501882C033,EUR,Debit,4,2025,Food,Restaurant,False
2025-04-10,HIGHWAY TOLL,-845.94,7712045M033,EUR,Debit,4,2025,Transport,Toll,False
2025-04-10,HEALTH INSURANCE REFUND,4171.75,7712045M033,EUR,Credit,4,2025,Health,Insurance Refund,False
2025-04-11,HIGHWAY TOLL,-657.89,4829137M033,EUR,Debit,4,2025,Transport,Toll,False
2025-04-11,CAF FAMILY BENEFIT,2845.92,4829137M033,EUR,Credit,4,2025,Income,CAF,False
2025-04-11,INSTANT BANK TRANSFER,-114.74,7712045M033,EUR,Debit,4,2025,Financial,Transfer,False
2025-04-11,BOOKSTORE PURCHASE,-223.56,7712045M033,EUR,Debit,4,2025,Leisure,Books,False
2025-04-12,DOCTOR APPOINTMENT,-405.51,4829137M033,EUR,Debit,4,2025,Health,Doctor,False
2025-04-12,NETFLIX SUBSCRIPTION,-74.49,7712045M033,EUR,Debit,4,2025,Leisure,Streaming,False
2025-04-13,CINEMA TICKET,-729.43,4829137M033,EUR,Debit,4,2025,Leisure,Cinema,False
2025-04-13,BOOKSTORE PURCHASE,-417.71,6501882C033,EUR,Debit,4,2025,Leisure,Books,False
2025-04-14,AUCHAN SUPERMARKET,-418.75,6501882C033,EUR,Debit,4,2025,Food,Groceries,False
2025-04-14,INSTANT BANK TRANSFER,-79.42,6501882C033,EUR,Debit,4,2025,Financial,Transfer,False
2025-04-14,BOOKSTORE PURCHASE,-370.69,6501882C033,EUR,Debit,4,2025,Leisure,Books,False
2025-04-14,BURGER RESTAURANT,-41.33,6501882C033,EUR,Debit,4,2025,Food,Restaurant,False
2025-04-14,LOCAL PHARMACY,-326.62,7712045M033,EUR,Debit,4,2025,Health,Pharmacy,False
2025-04-14,HEALTH INSURANCE REFUND,2350.53,7712045M033,EUR,Credit,4,2025,Health,Insurance Refund,False
2025-04-15,ONLINE TRAINING COURSE,-630.22,6501882C033,EUR,Debit,4,2025,Education,Training,False
2025-04-15,LOCAL PHARMACY,-644.48,6501882C033,EUR,Debit,4,2025,Health,Pharmacy,False
2025-04-15,APARTMENT RENT,-658.04,7712045M033,EUR,Debit,4,2025,Housing,Rent,False
2025-04-15,FREELANCE PROJECT PAYMENT,1097.91,7712045M033,EUR,Credit,4,2025,Income,Freelance,False
2025-04-16,CITY METRO PASS,-75.62,7712045M033,EUR,Debit,4,2025,Transport,Metro,False
2025-04-16,COFFEE SHOP,-101.27,7712045M033,EUR,Debit,4,2025,Food,Coffee,False
2025-04-17,ITALIAN RESTAURANT,-486.61,4829137M033,EUR,Debit,4,2025,Food,Restaurant,False
2025-04-17,ONLINE TRAINING COURSE,-437.86,6501882C033,EUR,Debit,4,2025,Education,Training,False
2025-04-17,INSTANT BANK TRANSFER,-7.54,7712045M033,EUR,Debit,4,2025,Financial,Transfer,False
2025-04-17,ONLINE TRAINING COURSE,-223.47,7712045M033,EUR,Debit,4,2025,Education,Training,False
2025-04-18,CAF FAMILY BENEFIT,4450.24,7712045M033,EUR,Credit,4,2025,Income,CAF,False
2025-04-19,COFFEE SHOP,-803.21,7712045M033,EUR,Debit,4,2025,Food,Coffee,False
2025-04-20,HEALTH INSURANCE REFUND,1615.76,4829137M033,EUR,Credit,4,2025,Health,Insurance Refund,False
2025-04-20,CINEMA TICKET,-466.44,6501882C033,EUR,Debit,4,2025,Leisure,Cinema,False
2025-04-20,AUCHAN SUPERMARKET,-526.45,7712045M033,EUR,Debit,4,2025,Food,Groceries,False
2025-04-21,ELECTRONICS STORE,-551.15,6501882C033,EUR,Debit,4,2025,Shopping,Electronics,False
2025-04-21,SNCF TRAIN TICKET,-449.61,6501882C033,EUR,Debit,4,2025,Transport,Train,False
2025-04-21,CAF FAMILY BENEFIT,109.21,6501882C033,EUR,Credit,4,2025,Income,CAF,False
2025-04-21,TOTAL ENERGIES FUEL,-784.88,7712045M033,EUR,Debit,4,2025,Transport,Fuel,False
2025-04-22,DOCTOR APPOINTMENT,-715.73,4829137M033,EUR,Debit,4,2025,Health,Doctor,False
2025-04-22,APARTMENT RENT,-827.36,6501882C033,EUR,Debit,4,2025,Housing,Rent,False
2025-04-22,INSTANT BANK TRANSFER,-836.61,6501882C033,EUR,Debit,4,2025,Financial,Transfer,False
2025-04-23,SPORT CLUB PAYMENT,-701.27,4829137M033,EUR,Debit,4,2025,Leisure,Sport,False
2025-04-23,MONTHLY RENT PAYMENT,-214.41,7712045M033,EUR,Debit,4,2025,Housing,Rent,False
2025-04-23,TOTAL ENERGIES FUEL,-170.93,7712045M033,EUR,Debit,4,2025,Transport,Fuel,False
2025-04-23,LOCAL BAKERY,-584.76,7712045M033,EUR,Debit,4,2025,Food,Bakery,False
2025-04-24,BOOKSTORE PURCHASE,-685.55,4829137M033,EUR,Debit,4,2025,Leisure,Books,False
2025-04-24,CINEMA TICKET,-278.2,6501882C033,EUR,Debit,4,2025,Leisure,Cinema,False
2025-04-24,ELECTRONICS STORE,-396.56,6501882C033,EUR,Debit,4,2025,Shopping,Electronics,False
2025-04-24,PUBLIC FINANCE PAYMENT,-738.86,6501882C033,EUR,Debit,4,2025,Financial,Taxes,False
2025-04-24,PUBLIC FINANCE PAYMENT,-98.28,7712045M033,EUR,Debit,4,2025,Financial,Taxes,False
2025-04-25,LOCAL PHARMACY,-498.98,6501882C033,EUR,Debit,4,2025,Health,Pharmacy,False
2025-04-27,ELECTRONICS STORE,-339.17,4829137M033,EUR,Debit,4,2025,Shopping,Electronics,False
2025-04-27,CAF FAMILY BENEFIT,1388.95,4829137M033,EUR,Credit,4,2025,Income,CAF,False
2025-04-27,ORANGE INTERNET SUBSCRIPTION,-627.19,4829137M033,EUR,Debit,4,2025,Housing,Internet,False
2025-04-27,BOOKING HOTEL,-71.66,6501882C033,EUR,Debit,4,2025,Leisure,Travel,False
2025-04-27,LOCAL BAKERY,-585.28,7712045M033,EUR,Debit,4,2025,Food,Bakery,False
2025-04-27,ANNUAL BONUS PAYMENT,3928.97,7712045M033,EUR,Credit,4,2025,Income,Bonus,False
2025-04-27,DOCTOR APPOINTMENT,-638.2,7712045M033,EUR,Debit,4,2025,Health,Doctor,False
2025-04-28,CITY METRO PASS,-348.89,4829137M033,EUR,Debit,4,2025,Transport,Metro,False
2025-04-28,COFFEE SHOP,-385.41,7712045M033,EUR,Debit,4,2025,Food,Coffee,False
2025-04-28,AUCHAN SUPERMARKET,-82.26,7712045M033,EUR,Debit,4,2025,Food,Groceries,False
2025-05-01,ELECTRONICS STORE,-108.95,4829137M033,EUR,Debit,5,2025,Shopping,Electronics,False
2025-05-01,HEALTH INSURANCE REFUND,276.6,4829137M033,EUR,Credit,5,2025,Health,Insurance Refund,False
2025-05-01,INSTANT BANK TRANSFER,-593.79,4829137M033,EUR,Debit,5,2025,Financial,Transfer,False
2025-05-01,DOCTOR APPOINTMENT,-474.64,4829137M033,EUR,Debit,5,2025,Health,Doctor,False
2025-05-01,CINEMA TICKET,-126.31,4829137M033,EUR,Debit,5,2025,Leisure,Cinema,False
2025-05-01,SPORT CLUB PAYMENT,-419.28,6501882C033,EUR,Debit,5,2025,Leisure,Sport,False
2025-05-01,TRANSFER TO SAVINGS ACCOUNT,-539.61,6501882C033,EUR,Debit,5,2025,Financial,Savings,False
2025-05-01,BOOKSTORE PURCHASE,-773.12,7712045M033,EUR,Debit,5,2025,Leisure,Books,False
2025-05-02,OFFICE SUPPLIES STORE,-199.42,4829137M033,EUR,Debit,5,2025,Education,School Supplies,False
2025-05-02,COFFEE SHOP,-336.1,7712045M033,EUR,Debit,5,2025,Food,Coffee,False
2025-05-03,BURGER RESTAURANT,-588.02,4829137M033,EUR,Debit,5,2025,Food,Restaurant,False
2025-05-03,FREELANCE PROJECT PAYMENT,2511.39,6501882C033,EUR,Credit,5,2025,Income,Freelance,False
2025-05-04,MONTHLY BANK FEES,-360.33,4829137M033,EUR,Debit,5,2025,Financial,Bank Fees,False
2025-05-04,WATER SUPPLY PAYMENT,-756.1,4829137M033,EUR,Debit,5,2025,Housing,Water,False
2025-05-04,ONLINE TRAINING COURSE,-289.06,4829137M033,EUR,Debit,5,2025,Education,Training,False
2025-05-04,BOOKSTORE PURCHASE,-220.83,6501882C033,EUR,Debit,5,2025,Leisure,Books,False
2025-05-04,HEALTH INSURANCE REFUND,4441.95,7712045M033,EUR,Credit,5,2025,Health,Insurance Refund,False
2025-05-04,TAX REFUND,2546.65,7712045M033,EUR,Credit,5,2025,Income,Tax Refund,False
2025-05-06,SPOTIFY PREMIUM,-576.36,4829137M033,EUR,Debit,5,2025,Leisure,Streaming,False
2025-05-06,HOME INSURANCE PAYMENT,-432.69,4829137M033,EUR,Debit,5,2025,Housing,Insurance,False
2025-05-06,HOME INSURANCE PAYMENT,-244.69,6501882C033,EUR,Debit,5,2025,Housing,Insurance,False
2025-05-06,INTERMARCHE,-817.07,6501882C033,EUR,Debit,5,2025,Food,Groceries,False
2025-05-06,ONLINE TRAINING COURSE,-319.19,6501882C033,EUR,Debit,5,2025,Education,Training,False
2025-05-07,TOTAL ENERGIES FUEL,-592.54,4829137M033,EUR,Debit,5,2025,Transport,Fuel,False
2025-05-07,TRANSFER TO SAVINGS ACCOUNT,-498.69,4829137M033,EUR,Debit,5,2025,Financial,Savings,False
2025-05-09,HOME REPAIR STORE,-818.13,6501882C033,EUR,Debit,5,2025,Housing,Home Repairs,False
2025-05-09,CITY PARKING,-807.11,6501882C033,EUR,Debit,5,2025,Transport,Parking,False
2025-05-10,BOOKSTORE PURCHASE,-114.09,4829137M033,EUR,Debit,5,2025,Leisure,Books,False
2025-05-10,EDF ELECTRICITY BILL,-136.01,4829137M033,EUR,Debit,5,2025,Housing,Electricity,False
2025-05-10,DOCTOR APPOINTMENT,-436.39,7712045M033,EUR,Debit,5,2025,Health,Doctor,False
2025-05-10,OFFICE SUPPLIES STORE,-299.74,7712045M033,EUR,Debit,5,2025,Education,School Supplies,False
2025-05-10,DOCTOR APPOINTMENT,-102.73,7712045M033,EUR,Debit,5,2025,Health,Doctor,False
2025-05-10,SUSHI RESTAURANT,-360.23,7712045M033,EUR,Debit,5,2025,Food,Restaurant,False
2025-05-11,TOTAL ENERGIES FUEL,-414.95,4829137M033,EUR,Debit,5,2025,Transport,Fuel,False
2025-05-11,PAYROLL TRANSFER,1785.23,6501882C033,EUR,Credit,5,2025,Income,Salary,False
2025-05-11,PUBLIC FINANCE PAYMENT,-736.79,7712045M033,EUR,Debit,5,2025,Financial,Taxes,False
2025-05-12,PUBLIC FINANCE PAYMENT,-133.69,4829137M033,EUR,Debit,5,2025,Financial,Taxes,False
2025-05-12,NETFLIX SUBSCRIPTION,-75.19,4829137M033,EUR,Debit,5,2025,Leisure,Streaming,False
2025-05-12,FREELANCE PROJECT PAYMENT,2840.1,7712045M033,EUR,Credit,5,2025,Income,Freelance,False
2025-05-12,COFFEE SHOP,-380.9,7712045M033,EUR,Debit,5,2025,Food,Coffee,False
2025-05-12,TRANSFER TO SAVINGS ACCOUNT,-802.63,7712045M033,EUR,Debit,5,2025,Financial,Savings,False
2025-05-12,HOME INSURANCE PAYMENT,-96.45,7712045M033,EUR,Debit,5,2025,Housing,Insurance,False
2025-05-13,ONLINE TRAINING COURSE,-289.54,7712045M033,EUR,Debit,5,2025,Education,Training,False
2025-05-13,HOME INSURANCE PAYMENT,-330.99,7712045M033,EUR,Debit,5,2025,Housing,Insurance,False
2025-05-14,BOOKSTORE PURCHASE,-119.88,4829137M033,EUR,Debit,5,2025,Leisure,Books,False
2025-05-14,DOCTOR APPOINTMENT,-262.85,6501882C033,EUR,Debit,5,2025,Health,Doctor,False
2025-05-14,ELECTRONICS STORE,-81.13,7712045M033,EUR,Debit,5,2025,Shopping,Electronics,False
2025-05-15,LOCAL BAKERY,-400.45,4829137M033,EUR,Debit,5,2025,Food,Bakery,False
2025-05-15,OFFICE SUPPLIES STORE,-601.32,4829137M033,EUR,Debit,5,2025,Education,School Supplies,False
2025-05-15,BOOKING HOTEL,-721.76,4829137M033,EUR,Debit,5,2025,Leisure,Travel,False
2025-05-15,HEALTH INSURANCE REFUND,3166.31,7712045M033,EUR,Credit,5,2025,Health,Insurance Refund,False
2025-05-15,MONTHLY BANK FEES,-591.22,7712045M033,EUR,Debit,5,2025,Financial,Bank Fees,False
2025-05-15,BOOKSTORE PURCHASE,-814.49,7712045M033,EUR,Debit,5,2025,Leisure,Books,False
2025-05-16,SUSHI RESTAURANT,-598.1,4829137M033,EUR,Debit,5,2025,Food,Restaurant,False
2025-05-16,INSTANT BANK TRANSFER,-415.91,4829137M033,EUR,Debit,5,2025,Financial,Transfer,False
2025-05-16,TRANSFER TO SAVINGS ACCOUNT,-801.77,4829137M033,EUR,Debit,5,2025,Financial,Savings,False
2025-05-16,DECATHLON PURCHASE,-710.09,4829137M033,EUR,Debit,5,2025,Shopping,Clothes,False
2025-05-16,HEALTH INSURANCE REFUND,52.42,6501882C033,EUR,Credit,5,2025,Health,Insurance Refund,False
2025-05-16,PUBLIC FINANCE PAYMENT,-586.6,7712045M033,EUR,Debit,5,2025,Financial,Taxes,False
2025-05-16,DECATHLON PURCHASE,-431.4,7712045M033,EUR,Debit,5,2025,Shopping,Clothes,False
2025-05-16,DOCTOR APPOINTMENT,-696.8,7712045M033,EUR,Debit,5,2025,Health,Doctor,False
2025-05-17,ELECTRONICS STORE,-809.21,4829137M033,EUR,Debit,5,2025,Shopping,Electronics,False
2025-05-17,COFFEE SHOP,-92.13,7712045M033,EUR,Debit,5,2025,Food,Coffee,False
2025-05-17,TAX REFUND,3389.99,7712045M033,EUR,Credit,5,2025,Income,Tax Refund,False
2025-05-18,ONLINE TRAINING COURSE,-491.21,4829137M033,EUR,Debit,5,2025,Education,Training,False
2025-05-18,SNCF TRAIN TICKET,-74.7,6501882C033,EUR,Debit,5,2025,Transport,Train,False
2025-05-18,HEALTH INSURANCE REFUND,1146.11,6501882C033,EUR,Credit,5,2025,Health,Insurance Refund,False
2025-05-18,HIGHWAY TOLL,-817.27,6501882C033,EUR,Debit,5,2025,Transport,Toll,False
2025-05-18,CLOTHING STORE,-74.39,7712045M033,EUR,Debit,5,2025,Shopping,Clothes,False
2025-05-18,SPORT CLUB PAYMENT,-443.84,7712045M033,EUR,Debit,5,2025,Leisure,Sport,False
2025-05-18,ONLINE TRAINING COURSE,-812.03,7712045M033,EUR,Debit,5,2025,Education,Training,False
2025-05-19,MONTHLY RENT PAYMENT,-383.08,7712045M033,EUR,Debit,5,2025,Housing,Rent,False
2025-05-19,BOOKSTORE PURCHASE,-741.6,7712045M033,EUR,Debit,5,2025,Leisure,Books,False
2025-05-19,CAF FAMILY BENEFIT,2600.11,7712045M033,EUR,Credit,5,2025,Income,CAF,False
2025-05-20,MONTHLY BANK FEES,-171.96,4829137M033,EUR,Debit,5,2025,Financial,Bank Fees,False
2025-05-20,TRANSFER TO SAVINGS ACCOUNT,-665.06,4829137M033,EUR,Debit,5,2025,Financial,Savings,False
2025-05-20,MONTHLY RENT PAYMENT,-205.96,6501882C033,EUR,Debit,5,2025,Housing,Rent,False
2025-05-21,ANNUAL BONUS PAYMENT,2936.37,4829137M033,EUR,Credit,5,2025,Income,Bonus,False
2025-05-22,HIGHWAY TOLL,-500.75,4829137M033,EUR,Debit,5,2025,Transport,Toll,False
2025-05-22,BOOKSTORE PURCHASE,-343.5,7712045M033,EUR,Debit,5,2025,Leisure,Books,False
2025-05-23,INSTANT BANK TRANSFER,-587.99,4829137M033,EUR,Debit,5,2025,Financial,Transfer,False
2025-05-23,CITY METRO PASS,-86.0,7712045M033,EUR,Debit,5,2025,Transport,Metro,False
2025-05-23,HEALTH INSURANCE REFUND,3903.49,7712045M033,EUR,Credit,5,2025,Health,Insurance Refund,False
2025-05-24,INSTANT BANK TRANSFER,-405.52,7712045M033,EUR,Debit,5,2025,Financial,Transfer,False
2025-05-25,CITY PARKING,-75.92,4829137M033,EUR,Debit,5,2025,Transport,Parking,False
2025-05-25,ELECTRONICS STORE,-131.41,4829137M033,EUR,Debit,5,2025,Shopping,Electronics,False
2025-05-25,OFFICE SUPPLIES STORE,-207.41,7712045M033,EUR,Debit,5,2025,Education,School Supplies,False
2025-05-25,SUSHI RESTAURANT,-542.08,7712045M033,EUR,Debit,5,2025,Food,Restaurant,False
2025-05-26,ELECTRONICS STORE,-677.19,4829137M033,EUR,Debit,5,2025,Shopping,Electronics,False
2025-05-26,INTERMARCHE,-833.1,7712045M033,EUR,Debit,5,2025,Food,Groceries,False
2025-05-26,HIGHWAY TOLL,-593.76,7712045M033,EUR,Debit,5,2025,Transport,Toll,False
2025-05-26,BOOKSTORE PURCHASE,-22.84,7712045M033,EUR,Debit,5,2025,Leisure,Books,False
2025-05-26,CAF FAMILY BENEFIT,4424.13,7712045M033,EUR,Credit,5,2025,Income,CAF,False
2025-05-26,SPOTIFY PREMIUM,-414.58,7712045M033,EUR,Debit,5,2025,Leisure,Streaming,False
2025-05-27,COFFEE SHOP,-221.47,6501882C033,EUR,Debit,5,2025,Food,Coffee,False
2025-05-27,TRANSFER TO SAVINGS ACCOUNT,-691.31,6501882C033,EUR,Debit,5,2025,Financial,Savings,False
2025-05-28,HOME REPAIR STORE,-832.63,4829137M033,EUR,Debit,5,2025,Housing,Home Repairs,False
2025-05-28,CINEMA TICKET,-762.18,4829137M033,EUR,Debit,5,2025,Leisure,Cinema,False
2025-05-28,SPORT CLUB PAYMENT,-354.45,6501882C033,EUR,Debit,5,2025,Leisure,Sport,False
2025-05-28,LOCAL BAKERY,-380.75,6501882C033,EUR,Debit,5,2025,Food,Bakery,False
2025-05-28,CONSULTING INCOME,1601.49,7712045M033,EUR,Credit,5,2025,Income,Salary,False
2025-06-01,ANNUAL BONUS PAYMENT,2759.1,4829137M033,EUR,Credit,6,2025,Income,Bonus,False
2025-06-01,FREELANCE PROJECT PAYMENT,378.1,7712045M033,EUR,Credit,6,2025,Income,Freelance,False
2025-06-02,PUBLIC FINANCE PAYMENT,-441.12,4829137M033,EUR,Debit,6,2025,Financial,Taxes,False
2025-06-02,MONTHLY BANK FEES,-119.61,7712045M033,EUR,Debit,6,2025,Financial,Bank Fees,False
2025-06-03,INTERMARCHE,-111.62,4829137M033,EUR,Debit,6,2025,Food,Groceries,False
2025-06-03,HEALTH INSURANCE REFUND,1647.96,6501882C033,EUR,Credit,6,2025,Health,Insurance Refund,False
2025-06-03,BOOKSTORE PURCHASE,-291.54,6501882C033,EUR,Debit,6,2025,Leisure,Books,False
2025-06-03,TRANSFER TO SAVINGS ACCOUNT,-493.36,7712045M033,EUR,Debit,6,2025,Financial,Savings,False
2025-06-05,LOCAL BAKERY,-469.32,6501882C033,EUR,Debit,6,2025,Food,Bakery,False
2025-06-05,FREELANCE PROJECT PAYMENT,2619.91,6501882C033,EUR,Credit,6,2025,Income,Freelance,False
2025-06-05,HOME INSURANCE PAYMENT,-769.0,7712045M033,EUR,Debit,6,2025,Housing,Insurance,False
2025-06-05,DOCTOR APPOINTMENT,-707.23,7712045M033,EUR,Debit,6,2025,Health,Doctor,False
2025-06-05,COFFEE SHOP,-103.36,7712045M033,EUR,Debit,6,2025,Food,Coffee,False
2025-06-06,BOOKSTORE PURCHASE,-442.5,6501882C033,EUR,Debit,6,2025,Leisure,Books,False
2025-06-06,INSTANT BANK TRANSFER,-176.9,7712045M033,EUR,Debit,6,2025,Financial,Transfer,False
2025-06-06,ONLINE TRAINING COURSE,-169.0,7712045M033,EUR,Debit,6,2025,Education,Training,False
2025-06-07,EDF ELECTRICITY BILL,-746.9,4829137M033,EUR,Debit,6,2025,Housing,Electricity,False
2025-06-07,PAYROLL TRANSFER,1698.64,4829137M033,EUR,Credit,6,2025,Income,Salary,False
2025-06-07,ONLINE TRAINING COURSE,-294.21,7712045M033,EUR,Debit,6,2025,Education,Training,False
2025-06-07,ONLINE TRAINING COURSE,-249.12,7712045M033,EUR,Debit,6,2025,Education,Training,False
2025-06-07,HOME DECOR SHOP,-289.61,7712045M033,EUR,Debit,6,2025,Shopping,Home Decor,False
2025-06-08,WATER SUPPLY PAYMENT,-442.44,6501882C033,EUR,Debit,6,2025,Housing,Water,False
2025-06-08,LOCAL PHARMACY,-155.09,6501882C033,EUR,Debit,6,2025,Health,Pharmacy,False
2025-06-08,HEALTH INSURANCE REFUND,3547.14,6501882C033,EUR,Credit,6,2025,Health,Insurance Refund,False
2025-06-08,CAF FAMILY BENEFIT,3901.32,6501882C033,EUR,Credit,6,2025,Income,CAF,False
2025-06-08,HOME INSURANCE PAYMENT,-841.75,7712045M033,EUR,Debit,6,2025,Housing,Insurance,False
2025-06-08,TAX REFUND,3790.26,7712045M033,EUR,Credit,6,2025,Income,Tax Refund,False
2025-06-08,SNCF TRAIN TICKET,-531.46,7712045M033,EUR,Debit,6,2025,Transport,Train,False
2025-06-09,CITY METRO PASS,-574.82,6501882C033,EUR,Debit,6,2025,Transport,Metro,False
2025-06-10,LOCAL BAKERY,-655.25,6501882C033,EUR,Debit,6,2025,Food,Bakery,False
2025-06-10,NETFLIX SUBSCRIPTION,-127.86,7712045M033,EUR,Debit,6,2025,Leisure,Streaming,False
2025-06-10,CINEMA TICKET,-171.66,7712045M033,EUR,Debit,6,2025,Leisure,Cinema,False
2025-06-11,INSTANT BANK TRANSFER,-563.95,4829137M033,EUR,Debit,6,2025,Financial,Transfer,False
2025-06-11,AIRBNB RESERVATION,-815.27,4829137M033,EUR,Debit,6,2025,Leisure,Travel,False
2025-06-11,CAF FAMILY BENEFIT,3849.68,4829137M033,EUR,Credit,6,2025,Income,CAF,False
2025-06-11,ELECTRONICS STORE,-684.42,6501882C033,EUR,Debit,6,2025,Shopping,Electronics,False
2025-06-11,INSTANT BANK TRANSFER,-334.9,7712045M033,EUR,Debit,6,2025,Financial,Transfer,False
2025-06-11,DECATHLON PURCHASE,-169.75,7712045M033,EUR,Debit,6,2025,Shopping,Clothes,False
2025-06-11,WATER SUPPLY PAYMENT,-387.6,7712045M033,EUR,Debit,6,2025,Housing,Water,False
2025-06-11,BURGER RESTAURANT,-611.85,7712045M033,EUR,Debit,6,2025,Food,Restaurant,False
2025-06-11,SNCF TRAIN TICKET,-591.12,7712045M033,EUR,Debit,6,2025,Transport,Train,False
2025-06-11,HIGHWAY TOLL,-671.78,7712045M033,EUR,Debit,6,2025,Transport,Toll,False
2025-06-12,LOCAL PHARMACY,-316.09,7712045M033,EUR,Debit,6,2025,Health,Pharmacy,False
2025-06-13,OFFICE SUPPLIES STORE,-257.64,4829137M033,EUR,Debit,6,2025,Education,School Supplies,False
2025-06-13,TRANSFER TO SAVINGS ACCOUNT,-826.32,4829137M033,EUR,Debit,6,2025,Financial,Savings,False
2025-06-13,CITY PARKING,-262.18,6501882C033,EUR,Debit,6,2025,Transport,Parking,False
2025-06-13,TAX REFUND,1362.38,7712045M033,EUR,Credit,6,2025,Income,Tax Refund,False
2025-06-14,DOCTOR APPOINTMENT,-26.61,7712045M033,EUR,Debit,6,2025,Health,Doctor,False
2025-06-14,CAF FAMILY BENEFIT,2115.73,7712045M033,EUR,Credit,6,2025,Income,CAF,False
2025-06-14,INSTANT BANK TRANSFER,-524.84,7712045M033,EUR,Debit,6,2025,Financial,Transfer,False
2025-06-15,OFFICE SUPPLIES STORE,-579.54,4829137M033,EUR,Debit,6,2025,Education,School Supplies,False
2025-06-15,ANNUAL BONUS PAYMENT,4032.24,6501882C033,EUR,Credit,6,2025,Income,Bonus,False
2025-06-15,CAF FAMILY BENEFIT,1946.16,6501882C033,EUR,Credit,6,2025,Income,CAF,False
2025-06-15,EDF ELECTRICITY BILL,-781.49,7712045M033,EUR,Debit,6,2025,Housing,Electricity,False
2025-06-16,HEALTH INSURANCE REFUND,1092.45,4829137M033,EUR,Credit,6,2025,Health,Insurance Refund,False
2025-06-16,CLOTHING STORE,-485.03,4829137M033,EUR,Debit,6,2025,Shopping,Clothes,False
2025-06-16,SPOTIFY PREMIUM,-609.16,6501882C033,EUR,Debit,6,2025,Leisure,Streaming,False
2025-06-16,TOTAL ENERGIES FUEL,-163.38,7712045M033,EUR,Debit,6,2025,Transport,Fuel,False
2025-06-17,ELECTRONICS STORE,-106.09,4829137M033,EUR,Debit,6,2025,Shopping,Electronics,False
2025-06-17,ANNUAL BONUS PAYMENT,2651.12,7712045M033,EUR,Credit,6,2025,Income,Bonus,False
2025-06-17,SPOTIFY PREMIUM,-824.82,7712045M033,EUR,Debit,6,2025,Leisure,Streaming,False
2025-06-18,MONTHLY RENT PAYMENT,-308.12,6501882C033,EUR,Debit,6,2025,Housing,Rent,False
2025-06-18,CLOTHING STORE,-384.13,6501882C033,EUR,Debit,6,2025,Shopping,Clothes,False
2025-06-18,TOTAL ENERGIES FUEL,-780.88,7712045M033,EUR,Debit,6,2025,Transport,Fuel,False
2025-06-19,FREELANCE PROJECT PAYMENT,3839.19,6501882C033,EUR,Credit,6,2025,Income,Freelance,False
2025-06-19,SNCF TRAIN TICKET,-200.96,6501882C033,EUR,Debit,6,2025,Transport,Train,False
2025-06-20,HEALTH INSURANCE REFUND,898.36,6501882C033,EUR,Credit,6,2025,Health,Insurance Refund,False
2025-06-20,CLOTHING STORE,-200.45,7712045M033,EUR,Debit,6,2025,Shopping,Clothes,False
2025-06-21,PUBLIC FINANCE PAYMENT,-669.85,4829137M033,EUR,Debit,6,2025,Financial,Taxes,False
2025-06-21,TOTAL ENERGIES FUEL,-836.67,4829137M033,EUR,Debit,6,2025,Transport,Fuel,False
2025-06-21,EDF ELECTRICITY BILL,-639.36,6501882C033,EUR,Debit,6,2025,Housing,Electricity,False
2025-06-21,CAF FAMILY BENEFIT,4143.79,7712045M033,EUR,Credit,6,2025,Income,CAF,False
2025-06-22,SUSHI RESTAURANT,-628.78,4829137M033,EUR,Debit,6,2025,Food,Restaurant,False
2025-06-22,HEALTH INSURANCE REFUND,2274.11,6501882C033,EUR,Credit,6,2025,Health,Insurance Refund,False
2025-06-22,FREELANCE PROJECT PAYMENT,342.77,7712045M033,EUR,Credit,6,2025,Income,Freelance,False
2025-06-23,ANNUAL BONUS PAYMENT,2523.27,4829137M033,EUR,Credit,6,2025,Income,Bonus,False
2025-06-23,CINEMA TICKET,-420.43,4829137M033,EUR,Debit,6,2025,Leisure,Cinema,False
2025-06-23,DOCTOR APPOINTMENT,-843.18,4829137M033,EUR,Debit,6,2025,Health,Doctor,False
2025-06-23,AIRBNB RESERVATION,-655.3,6501882C033,EUR,Debit,6,2025,Leisure,Travel,False
